"Step","stellar-cloud-1 - train/loss","stellar-cloud-1 - train/loss__MIN","stellar-cloud-1 - train/loss__MAX"
"736","1.5614","1.5614","1.5614"
"737","1.2246","1.2246","1.2246"
"738","1.27","1.27","1.27"
"739","1.4703","1.4703","1.4703"
"740","1.6188","1.6188","1.6188"
"741","1.3986","1.3986","1.3986"
"742","1.8409","1.8409","1.8409"
"743","1.6594","1.6594","1.6594"
"744","1.6117","1.6117","1.6117"
"745","1.5399","1.5399","1.5399"
"746","1.9259","1.9259","1.9259"
"747","1.3885","1.3885","1.3885"
"748","1.6304","1.6304","1.6304"
"749","1.9327","1.9327","1.9327"
"750","1.3315","1.3315","1.3315"
"751","1.097","1.097","1.097"
"752","1.5411","1.5411","1.5411"
"753","1.3244","1.3244","1.3244"
"754","1.0429","1.0429","1.0429"
"755","1.1453","1.1453","1.1453"
"756","1.328","1.328","1.328"
"757","1.9611","1.9611","1.9611"
"758","1.2075","1.2075","1.2075"
"759","1.8613","1.8613","1.8613"
"760","1.46","1.46","1.46"
"761","1.693","1.693","1.693"
"762","1.6181","1.6181","1.6181"
"763","1.6767","1.6767","1.6767"
"764","1.2383","1.2383","1.2383"
"765","1.4877","1.4877","1.4877"
"766","1.5095","1.5095","1.5095"
"767","1.4246","1.4246","1.4246"
"768","1.9389","1.9389","1.9389"
"769","1.1971","1.1971","1.1971"
"770","1.7303","1.7303","1.7303"
"771","1.9204","1.9204","1.9204"
"772","1.6761","1.6761","1.6761"
"773","1.742","1.742","1.742"
"774","1.3979","1.3979","1.3979"
"775","1.4266","1.4266","1.4266"
"776","1.396","1.396","1.396"
"777","1.3049","1.3049","1.3049"
"778","1.5686","1.5686","1.5686"
"779","1.2961","1.2961","1.2961"
"780","1.5559","1.5559","1.5559"
"781","1.673","1.673","1.673"
"782","1.2227","1.2227","1.2227"
"783","1.549","1.549","1.549"
"784","1.0884","1.0884","1.0884"
"785","1.704","1.704","1.704"
"786","1.8638","1.8638","1.8638"
"787","1.3255","1.3255","1.3255"
"788","1.3884","1.3884","1.3884"
"789","1.3134","1.3134","1.3134"
"790","1.618","1.618","1.618"
"791","2.2626","2.2626","2.2626"
"792","1.5657","1.5657","1.5657"
"793","1.394","1.394","1.394"
"794","1.6849","1.6849","1.6849"
"795","1.7759","1.7759","1.7759"
"796","1.6121","1.6121","1.6121"
"797","1.5476","1.5476","1.5476"
"798","1.279","1.279","1.279"
"799","1.2414","1.2414","1.2414"
"800","1.4515","1.4515","1.4515"
"801","1.4775","1.4775","1.4775"
"802","1.506","1.506","1.506"
"803","1.8329","1.8329","1.8329"
"804","1.5859","1.5859","1.5859"
"805","1.3729","1.3729","1.3729"
"806","1.5379","1.5379","1.5379"
"807","1.2465","1.2465","1.2465"
"808","1.5798","1.5798","1.5798"
"809","1.7288","1.7288","1.7288"
"810","1.606","1.606","1.606"
"811","1.7275","1.7275","1.7275"
"812","1.3937","1.3937","1.3937"
"813","2.0691","2.0691","2.0691"
"814","1.559","1.559","1.559"
"815","0.9753","0.9753","0.9753"
"816","1.7389","1.7389","1.7389"
"817","1.69","1.69","1.69"
"818","1.0587","1.0587","1.0587"
"819","1.3157","1.3157","1.3157"
"820","1.2606","1.2606","1.2606"
"821","1.3447","1.3447","1.3447"
"822","1.4874","1.4874","1.4874"
"823","1.0935","1.0935","1.0935"
"824","1.3605","1.3605","1.3605"
"825","1.2492","1.2492","1.2492"
"826","1.4379","1.4379","1.4379"
"827","1.4835","1.4835","1.4835"
"828","1.4919","1.4919","1.4919"
"829","1.4461","1.4461","1.4461"
"830","1.3386","1.3386","1.3386"
"831","1.4709","1.4709","1.4709"
"832","1.6566","1.6566","1.6566"
"833","1.3493","1.3493","1.3493"
"834","1.8348","1.8348","1.8348"
"835","1.6736","1.6736","1.6736"
"836","1.3571","1.3571","1.3571"
"837","1.7546","1.7546","1.7546"
"838","1.1336","1.1336","1.1336"
"839","1.3413","1.3413","1.3413"
"840","1.7414","1.7414","1.7414"
"841","1.3101","1.3101","1.3101"
"842","1.4549","1.4549","1.4549"
"843","1.752","1.752","1.752"
"844","1.5901","1.5901","1.5901"
"845","1.3985","1.3985","1.3985"
"846","1.4912","1.4912","1.4912"
"847","1.8682","1.8682","1.8682"
"848","1.815","1.815","1.815"
"849","1.492","1.492","1.492"
"850","1.2792","1.2792","1.2792"
"851","1.278","1.278","1.278"
"852","1.5683","1.5683","1.5683"
"853","1.3846","1.3846","1.3846"
"854","1.4881","1.4881","1.4881"
"855","1.9458","1.9458","1.9458"
"856","1.6514","1.6514","1.6514"
"857","1.5632","1.5632","1.5632"
"858","1.6936","1.6936","1.6936"
"859","1.3628","1.3628","1.3628"
"860","1.6295","1.6295","1.6295"
"861","1.7733","1.7733","1.7733"
"862","1.5298","1.5298","1.5298"
"863","1.6895","1.6895","1.6895"
"864","2.1831","2.1831","2.1831"
"865","1.3553","1.3553","1.3553"
"866","1.3908","1.3908","1.3908"
"867","1.5026","1.5026","1.5026"
"868","1.1563","1.1563","1.1563"
"869","1.311","1.311","1.311"
"870","1.4093","1.4093","1.4093"
"871","1.6082","1.6082","1.6082"
"872","1.3823","1.3823","1.3823"
"873","1.8477","1.8477","1.8477"
"874","1.3612","1.3612","1.3612"
"875","1.7704","1.7704","1.7704"
"876","1.2025","1.2025","1.2025"
"877","1.6241","1.6241","1.6241"
"878","2.1771","2.1771","2.1771"
"879","1.8683","1.8683","1.8683"
"880","1.615","1.615","1.615"
"881","1.3849","1.3849","1.3849"
"882","1.4069","1.4069","1.4069"
"883","1.8895","1.8895","1.8895"
"884","1.3239","1.3239","1.3239"
"885","1.6007","1.6007","1.6007"
"886","1.2545","1.2545","1.2545"
"887","1.0935","1.0935","1.0935"
"888","2.0615","2.0615","2.0615"
"889","1.3507","1.3507","1.3507"
"890","1.797","1.797","1.797"
"891","1.6677","1.6677","1.6677"
"892","1.246","1.246","1.246"
"893","1.4558","1.4558","1.4558"
"894","1.4613","1.4613","1.4613"
"895","1.9391","1.9391","1.9391"
"896","1.6911","1.6911","1.6911"
"897","1.2721","1.2721","1.2721"
"898","1.0373","1.0373","1.0373"
"899","1.2509","1.2509","1.2509"
"900","1.6379","1.6379","1.6379"
"901","1.3862","1.3862","1.3862"
"902","2.0481","2.0481","2.0481"
"903","1.862","1.862","1.862"
"904","1.4754","1.4754","1.4754"
"905","1.7091","1.7091","1.7091"
"906","1.4576","1.4576","1.4576"
"907","1.6448","1.6448","1.6448"
"908","1.3056","1.3056","1.3056"
"909","1.4918","1.4918","1.4918"
"910","1.9635","1.9635","1.9635"
"911","1.4294","1.4294","1.4294"
"912","1.4837","1.4837","1.4837"
"913","1.2037","1.2037","1.2037"
"914","1.1625","1.1625","1.1625"
"915","1.7827","1.7827","1.7827"
"916","1.6588","1.6588","1.6588"
"917","1.6109","1.6109","1.6109"
"918","1.5526","1.5526","1.5526"
"919","1.8191","1.8191","1.8191"
"920","1.8269","1.8269","1.8269"
"921","1.0126","1.0126","1.0126"
"922","2.0087","2.0087","2.0087"
"923","1.4284","1.4284","1.4284"
"924","1.4529","1.4529","1.4529"
"925","1.8481","1.8481","1.8481"
"926","1.325","1.325","1.325"
"927","1.6437","1.6437","1.6437"
"928","1.1351","1.1351","1.1351"
"929","1.5993","1.5993","1.5993"
"930","1.4856","1.4856","1.4856"
"931","1.9242","1.9242","1.9242"
"932","1.5171","1.5171","1.5171"
"933","1.8227","1.8227","1.8227"
"934","1.5653","1.5653","1.5653"
"935","1.2683","1.2683","1.2683"
"936","1.9128","1.9128","1.9128"
"937","1.6491","1.6491","1.6491"
"938","1.4194","1.4194","1.4194"
"939","1.9164","1.9164","1.9164"
"940","1.6706","1.6706","1.6706"
"941","2.1557","2.1557","2.1557"
"942","1.7283","1.7283","1.7283"
"943","1.8571","1.8571","1.8571"
"944","1.3235","1.3235","1.3235"
"945","1.8512","1.8512","1.8512"
"946","1.5859","1.5859","1.5859"
"947","1.3147","1.3147","1.3147"
"948","1.759","1.759","1.759"
"949","1.458","1.458","1.458"
"950","1.4039","1.4039","1.4039"
"951","1.6934","1.6934","1.6934"
"952","1.5719","1.5719","1.5719"
"953","1.3348","1.3348","1.3348"
"954","2.0269","2.0269","2.0269"
"955","1.5848","1.5848","1.5848"
"956","1.7468","1.7468","1.7468"
"957","1.8821","1.8821","1.8821"
"958","1.6183","1.6183","1.6183"
"959","1.2069","1.2069","1.2069"
"960","1.2492","1.2492","1.2492"
"961","1.6097","1.6097","1.6097"
"962","1.0074","1.0074","1.0074"
"963","1.4662","1.4662","1.4662"
"964","1.5794","1.5794","1.5794"
"965","1.5624","1.5624","1.5624"
"966","1.6324","1.6324","1.6324"
"967","1.7201","1.7201","1.7201"
"968","1.9577","1.9577","1.9577"
"969","1.0667","1.0667","1.0667"
"970","1.5089","1.5089","1.5089"
"971","1.565","1.565","1.565"
"972","1.7194","1.7194","1.7194"
"973","1.3851","1.3851","1.3851"
"974","1.6808","1.6808","1.6808"
"975","2.5978","2.5978","2.5978"
"976","1.2646","1.2646","1.2646"
"977","1.3232","1.3232","1.3232"
"978","1.1881","1.1881","1.1881"
"979","1.6406","1.6406","1.6406"
"980","1.3499","1.3499","1.3499"
"981","1.5282","1.5282","1.5282"
"982","1.5408","1.5408","1.5408"
"983","1.4451","1.4451","1.4451"
"984","1.4462","1.4462","1.4462"
"985","1.1193","1.1193","1.1193"
"986","1.447","1.447","1.447"
"987","1.0804","1.0804","1.0804"
"988","1.9364","1.9364","1.9364"
"989","1.3753","1.3753","1.3753"
"990","1.5293","1.5293","1.5293"
"991","1.35","1.35","1.35"
"992","1.461","1.461","1.461"
"993","1.9424","1.9424","1.9424"
"994","2.5273","2.5273","2.5273"
"995","1.6792","1.6792","1.6792"
"996","1.388","1.388","1.388"
"997","1.3954","1.3954","1.3954"
"998","2.0765","2.0765","2.0765"
"999","1.38","1.38","1.38"
"1000","1.6922","1.6922","1.6922"
"1001","1.5426","1.5426","1.5426"
"1002","1.4091","1.4091","1.4091"
"1003","0.9405","0.9405","0.9405"
"1004","1.7485","1.7485","1.7485"
"1005","1.489","1.489","1.489"
"1006","1.3377","1.3377","1.3377"
"1007","1.1326","1.1326","1.1326"
"1008","1.733","1.733","1.733"
"1009","1.3225","1.3225","1.3225"
"1010","1.6205","1.6205","1.6205"
"1011","1.9235","1.9235","1.9235"
"1012","1.394","1.394","1.394"
"1013","1.8337","1.8337","1.8337"
"1014","2.0233","2.0233","2.0233"
"1015","1.9477","1.9477","1.9477"
"1016","1.5319","1.5319","1.5319"
"1017","1.544","1.544","1.544"
"1018","1.2155","1.2155","1.2155"
"1019","1.4406","1.4406","1.4406"
"1020","1.3449","1.3449","1.3449"
"1021","1.4866","1.4866","1.4866"
"1022","1.727","1.727","1.727"
"1023","1.6271","1.6271","1.6271"
"1024","1.4023","1.4023","1.4023"
"1025","1.3455","1.3455","1.3455"
"1026","2.1853","2.1853","2.1853"
"1027","1.658","1.658","1.658"
"1028","1.1963","1.1963","1.1963"
"1029","1.1802","1.1802","1.1802"
"1030","1.217","1.217","1.217"
"1031","1.8231","1.8231","1.8231"
"1032","1.4939","1.4939","1.4939"
"1033","1.3897","1.3897","1.3897"
"1034","1.4349","1.4349","1.4349"
"1035","1.8542","1.8542","1.8542"
"1036","1.4982","1.4982","1.4982"
"1037","1.1524","1.1524","1.1524"
"1038","1.3559","1.3559","1.3559"
"1039","1.8371","1.8371","1.8371"
"1040","1.523","1.523","1.523"
"1041","1.5589","1.5589","1.5589"
"1042","1.2583","1.2583","1.2583"
"1043","1.1618","1.1618","1.1618"
"1044","1.3969","1.3969","1.3969"
"1045","2.0154","2.0154","2.0154"
"1046","1.4917","1.4917","1.4917"
"1047","1.8757","1.8757","1.8757"
"1048","1.575","1.575","1.575"
"1049","1.7569","1.7569","1.7569"
"1050","1.1518","1.1518","1.1518"
"1051","1.5977","1.5977","1.5977"
"1052","1.7957","1.7957","1.7957"
"1053","1.0919","1.0919","1.0919"
"1054","1.6388","1.6388","1.6388"
"1055","2.3572","2.3572","2.3572"
"1056","1.9019","1.9019","1.9019"
"1057","1.8895","1.8895","1.8895"
"1058","1.6194","1.6194","1.6194"
"1059","1.3342","1.3342","1.3342"
"1060","1.3825","1.3825","1.3825"
"1061","1.7571","1.7571","1.7571"
"1062","1.2892","1.2892","1.2892"
"1063","1.6416","1.6416","1.6416"
"1064","1.4525","1.4525","1.4525"
"1065","0.8045","0.8045","0.8045"
"1066","1.3078","1.3078","1.3078"
"1067","1.929","1.929","1.929"
"1068","1.3936","1.3936","1.3936"
"1069","1.2638","1.2638","1.2638"
"1070","1.7673","1.7673","1.7673"
"1071","1.6392","1.6392","1.6392"
"1072","1.6095","1.6095","1.6095"
"1073","1.5915","1.5915","1.5915"
"1074","1.8795","1.8795","1.8795"
"1075","1.633","1.633","1.633"
"1076","1.6988","1.6988","1.6988"
"1077","1.8502","1.8502","1.8502"
"1078","1.6751","1.6751","1.6751"
"1079","1.7327","1.7327","1.7327"
"1080","1.5692","1.5692","1.5692"
"1081","1.4222","1.4222","1.4222"
"1082","1.3142","1.3142","1.3142"
"1083","1.6931","1.6931","1.6931"
"1084","1.5661","1.5661","1.5661"
"1085","1.3991","1.3991","1.3991"
"1086","1.5944","1.5944","1.5944"
"1087","1.6757","1.6757","1.6757"
"1088","1.0009","1.0009","1.0009"
"1089","1.8252","1.8252","1.8252"
"1090","1.1483","1.1483","1.1483"
"1091","1.5377","1.5377","1.5377"
"1092","1.5554","1.5554","1.5554"
"1093","1.4923","1.4923","1.4923"
"1094","1.5767","1.5767","1.5767"
"1095","2.1795","2.1795","2.1795"
"1096","1.7311","1.7311","1.7311"
"1097","1.1548","1.1548","1.1548"
"1098","1.5819","1.5819","1.5819"
"1099","1.1377","1.1377","1.1377"
"1100","1.5552","1.5552","1.5552"
"1101","2.1797","2.1797","2.1797"
"1102","1.5114","1.5114","1.5114"
"1103","1.452","1.452","1.452"
"1104","1.5904","1.5904","1.5904"
"1105","1.0532","1.0532","1.0532"
"1106","1.3769","1.3769","1.3769"
"1107","1.6241","1.6241","1.6241"
"1108","1.5979","1.5979","1.5979"
"1109","1.173","1.173","1.173"
"1110","1.172","1.172","1.172"
"1111","1.1594","1.1594","1.1594"
"1112","1.7129","1.7129","1.7129"
"1113","1.4518","1.4518","1.4518"
"1114","1.835","1.835","1.835"
"1115","1.0311","1.0311","1.0311"
"1116","1.1592","1.1592","1.1592"
"1117","1.8574","1.8574","1.8574"
"1118","1.336","1.336","1.336"
"1119","1.4441","1.4441","1.4441"
"1120","1.33","1.33","1.33"
"1121","1.3408","1.3408","1.3408"
"1122","1.6727","1.6727","1.6727"
"1123","1.388","1.388","1.388"
"1124","1.6383","1.6383","1.6383"
"1125","1.9808","1.9808","1.9808"
"1126","1.5052","1.5052","1.5052"
"1127","1.781","1.781","1.781"
"1128","1.4308","1.4308","1.4308"
"1129","1.8064","1.8064","1.8064"
"1130","1.717","1.717","1.717"
"1131","1.582","1.582","1.582"
"1132","1.5472","1.5472","1.5472"
"1133","1.3781","1.3781","1.3781"
"1134","1.2711","1.2711","1.2711"
"1135","1.2554","1.2554","1.2554"
"1136","1.2254","1.2254","1.2254"
"1137","1.3793","1.3793","1.3793"
"1138","1.9698","1.9698","1.9698"
"1139","1.0322","1.0322","1.0322"
"1140","1.3547","1.3547","1.3547"
"1141","1.5091","1.5091","1.5091"
"1142","1.8369","1.8369","1.8369"
"1143","1.7766","1.7766","1.7766"
"1144","1.3478","1.3478","1.3478"
"1145","1.3504","1.3504","1.3504"
"1146","1.8097","1.8097","1.8097"
"1147","1.6178","1.6178","1.6178"
"1148","1.3283","1.3283","1.3283"
"1149","1.6381","1.6381","1.6381"
"1150","2.1871","2.1871","2.1871"
"1151","1.4811","1.4811","1.4811"
"1152","1.1236","1.1236","1.1236"
"1153","1.4246","1.4246","1.4246"
"1154","1.2494","1.2494","1.2494"
"1155","1.376","1.376","1.376"
"1156","2.2064","2.2064","2.2064"
"1157","1.3437","1.3437","1.3437"
"1158","1.5527","1.5527","1.5527"
"1159","1.58","1.58","1.58"
"1160","1.3936","1.3936","1.3936"
"1161","1.5593","1.5593","1.5593"
"1162","1.3557","1.3557","1.3557"
"1163","1.4874","1.4874","1.4874"
"1164","2.0518","2.0518","2.0518"
"1165","1.1379","1.1379","1.1379"
"1166","1.4608","1.4608","1.4608"
"1167","1.6227","1.6227","1.6227"
"1168","1.28","1.28","1.28"
"1169","1.4477","1.4477","1.4477"
"1170","1.3227","1.3227","1.3227"
"1171","1.566","1.566","1.566"
"1172","1.6595","1.6595","1.6595"
"1173","1.2376","1.2376","1.2376"
"1174","1.7842","1.7842","1.7842"
"1175","1.4072","1.4072","1.4072"
"1176","1.5669","1.5669","1.5669"
"1177","1.3606","1.3606","1.3606"
"1178","1.5555","1.5555","1.5555"
"1179","1.5472","1.5472","1.5472"
"1180","1.7623","1.7623","1.7623"
"1181","1.8686","1.8686","1.8686"
"1182","1.7409","1.7409","1.7409"
"1183","1.7743","1.7743","1.7743"
"1184","1.4258","1.4258","1.4258"
"1185","2.0176","2.0176","2.0176"
"1186","1.5657","1.5657","1.5657"
"1187","1.5742","1.5742","1.5742"
"1188","1.4744","1.4744","1.4744"
"1189","1.6301","1.6301","1.6301"
"1190","2.2375","2.2375","2.2375"
"1191","1.5065","1.5065","1.5065"
"1192","1.5683","1.5683","1.5683"
"1193","1.5578","1.5578","1.5578"
"1194","0.9808","0.9808","0.9808"
"1195","2.1972","2.1972","2.1972"
"1196","1.5497","1.5497","1.5497"
"1197","1.6198","1.6198","1.6198"
"1198","1.0513","1.0513","1.0513"
"1199","1.4571","1.4571","1.4571"
"1200","1.4266","1.4266","1.4266"
"1201","1.1803","1.1803","1.1803"
"1202","1.5692","1.5692","1.5692"
"1203","1.7236","1.7236","1.7236"
"1204","1.7458","1.7458","1.7458"
"1205","1.3766","1.3766","1.3766"
"1206","1.2277","1.2277","1.2277"
"1207","1.4035","1.4035","1.4035"
"1208","1.628","1.628","1.628"
"1209","1.6578","1.6578","1.6578"
"1210","1.6673","1.6673","1.6673"
"1211","1.5271","1.5271","1.5271"
"1212","2.076","2.076","2.076"
"1213","1.5007","1.5007","1.5007"
"1214","1.3348","1.3348","1.3348"
"1215","1.0578","1.0578","1.0578"
"1216","1.2192","1.2192","1.2192"
"1217","1.2927","1.2927","1.2927"
"1218","1.6104","1.6104","1.6104"
"1219","1.4751","1.4751","1.4751"
"1220","1.3961","1.3961","1.3961"
"1221","1.3114","1.3114","1.3114"
"1222","1.6455","1.6455","1.6455"
"1223","1.9858","1.9858","1.9858"
"1224","1.2783","1.2783","1.2783"
"1225","1.4663","1.4663","1.4663"
"1226","1.1638","1.1638","1.1638"
"1227","1.5427","1.5427","1.5427"
"1228","1.4924","1.4924","1.4924"
"1229","0.8515","0.8515","0.8515"
"1230","1.873","1.873","1.873"
"1231","1.3804","1.3804","1.3804"
"1232","1.9638","1.9638","1.9638"
"1233","1.3164","1.3164","1.3164"
"1234","1.4722","1.4722","1.4722"
"1235","1.7161","1.7161","1.7161"
"1236","1.7543","1.7543","1.7543"
"1237","1.3384","1.3384","1.3384"
"1238","1.7939","1.7939","1.7939"
"1239","1.7485","1.7485","1.7485"
"1240","1.6231","1.6231","1.6231"
"1241","1.1041","1.1041","1.1041"
"1242","1.1932","1.1932","1.1932"
"1243","1.728","1.728","1.728"
"1244","1.519","1.519","1.519"
"1245","1.1088","1.1088","1.1088"
"1246","1.4307","1.4307","1.4307"
"1247","1.3028","1.3028","1.3028"
"1248","1.6664","1.6664","1.6664"
"1249","1.737","1.737","1.737"
"1250","1.3814","1.3814","1.3814"
"1251","1.3703","1.3703","1.3703"
"1252","1.6563","1.6563","1.6563"
"1253","1.5712","1.5712","1.5712"
"1254","1.5018","1.5018","1.5018"
"1255","1.4756","1.4756","1.4756"
"1256","1.277","1.277","1.277"
"1257","1.3323","1.3323","1.3323"
"1258","1.5681","1.5681","1.5681"
"1259","2.1218","2.1218","2.1218"
"1260","1.2478","1.2478","1.2478"
"1261","1.6773","1.6773","1.6773"
"1262","1.4642","1.4642","1.4642"
"1263","1.4838","1.4838","1.4838"
"1264","1.2924","1.2924","1.2924"
"1265","1.5943","1.5943","1.5943"
"1266","1.944","1.944","1.944"
"1267","1.4225","1.4225","1.4225"
"1268","1.5621","1.5621","1.5621"
"1269","1.3119","1.3119","1.3119"
"1270","1.3448","1.3448","1.3448"
"1271","2.0426","2.0426","2.0426"
"1272","1.2823","1.2823","1.2823"
"1273","1.3384","1.3384","1.3384"
"1274","1.5091","1.5091","1.5091"
"1275","1.2953","1.2953","1.2953"
"1276","1.7542","1.7542","1.7542"
"1277","1.6272","1.6272","1.6272"
"1278","1.27","1.27","1.27"
"1279","1.4747","1.4747","1.4747"
"1280","2.4687","2.4687","2.4687"
"1281","1.4968","1.4968","1.4968"
"1282","1.612","1.612","1.612"
"1283","1.4454","1.4454","1.4454"
"1284","1.6657","1.6657","1.6657"
"1285","1.521","1.521","1.521"
"1286","1.8193","1.8193","1.8193"
"1287","1.8151","1.8151","1.8151"
"1288","1.6803","1.6803","1.6803"
"1289","1.7832","1.7832","1.7832"
"1290","1.6286","1.6286","1.6286"
"1291","1.4114","1.4114","1.4114"
"1292","1.0222","1.0222","1.0222"
"1293","1.5394","1.5394","1.5394"
"1294","1.3221","1.3221","1.3221"
"1295","1.5896","1.5896","1.5896"
"1296","1.6452","1.6452","1.6452"
"1297","1.7892","1.7892","1.7892"
"1298","1.5611","1.5611","1.5611"
"1299","1.638","1.638","1.638"
"1300","0.9059","0.9059","0.9059"
"1301","1.3653","1.3653","1.3653"
"1302","1.2128","1.2128","1.2128"
"1303","1.3783","1.3783","1.3783"
"1304","1.4784","1.4784","1.4784"
"1305","1.7462","1.7462","1.7462"
"1306","1.3416","1.3416","1.3416"
"1307","1.2348","1.2348","1.2348"
"1308","1.4551","1.4551","1.4551"
"1309","1.4819","1.4819","1.4819"
"1310","1.76","1.76","1.76"
"1311","1.3653","1.3653","1.3653"
"1312","1.2979","1.2979","1.2979"
"1313","1.6604","1.6604","1.6604"
"1314","1.2614","1.2614","1.2614"
"1315","1.1789","1.1789","1.1789"
"1316","1.6121","1.6121","1.6121"
"1317","1.3438","1.3438","1.3438"
"1318","1.794","1.794","1.794"
"1319","1.4556","1.4556","1.4556"
"1320","1.5569","1.5569","1.5569"
"1321","1.2028","1.2028","1.2028"
"1322","1.5554","1.5554","1.5554"
"1323","1.4572","1.4572","1.4572"
"1324","1.3455","1.3455","1.3455"
"1325","1.4144","1.4144","1.4144"
"1326","1.6099","1.6099","1.6099"
"1327","1.2095","1.2095","1.2095"
"1328","1.6604","1.6604","1.6604"
"1329","1.3016","1.3016","1.3016"
"1330","1.3562","1.3562","1.3562"
"1331","2.0253","2.0253","2.0253"
"1332","1.1135","1.1135","1.1135"
"1333","1.2879","1.2879","1.2879"
"1334","1.2437","1.2437","1.2437"
"1335","1.419","1.419","1.419"
"1336","1.878","1.878","1.878"
"1337","1.5645","1.5645","1.5645"
"1338","1.6604","1.6604","1.6604"
"1339","1.6625","1.6625","1.6625"
"1340","2.5655","2.5655","2.5655"
"1341","1.6674","1.6674","1.6674"
"1342","1.4715","1.4715","1.4715"
"1343","1.7081","1.7081","1.7081"
"1344","1.1652","1.1652","1.1652"
"1345","1.8503","1.8503","1.8503"
"1346","1.4711","1.4711","1.4711"
"1347","1.4066","1.4066","1.4066"
"1348","1.6001","1.6001","1.6001"
"1349","1.0689","1.0689","1.0689"
"1350","1.4934","1.4934","1.4934"
"1351","1.6141","1.6141","1.6141"
"1352","1.571","1.571","1.571"
"1353","1.5913","1.5913","1.5913"
"1354","1.2556","1.2556","1.2556"
"1355","1.5046","1.5046","1.5046"
"1356","1.4327","1.4327","1.4327"
"1357","1.9339","1.9339","1.9339"
"1358","1.5143","1.5143","1.5143"
"1359","1.785","1.785","1.785"
"1360","1.7305","1.7305","1.7305"
"1361","1.0945","1.0945","1.0945"
"1362","1.3884","1.3884","1.3884"
"1363","1.6249","1.6249","1.6249"
"1364","1.4915","1.4915","1.4915"
"1365","1.4645","1.4645","1.4645"
"1366","1.3328","1.3328","1.3328"
"1367","1.2544","1.2544","1.2544"
"1368","1.1965","1.1965","1.1965"
